QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
1839,"For a given input find the output of a function machine. Function Machines. Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]()",For a given input find the output of a function machine,Function Machines,"Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]()",D,3174,649,AnswerAText,\( n \),MisconceptionAId,2389.0
1843,"Interpret the gradient on a linear section on a real life graph. Real Life Graphs. Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",Interpret the gradient on a linear section on a real life graph,Real Life Graphs,"Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",B,1569,58,AnswerAText,Jadon is travelling at a speed of \( 0.8 \mathrm{~m} / \mathrm{s} \),MisconceptionAId,284.0
1844,Sketch curves in the form (x + a)(x + b) indicating where they cross the axes. Sketching from Factorised Form. \( y=(x-8)(x-6) \) \( y=(x-8)(x-6) \) Where does this curve intercept the \( y \) axis? Where does this curve intercept the \( y \) axis?,Sketch curves in the form (x + a)(x + b) indicating where they cross the axes,Sketching from Factorised Form,\( y=(x-8)(x-6) \) \( y=(x-8)(x-6) \) Where does this curve intercept the \( y \) axis? Where does this curve intercept the \( y \) axis?,C,988,266,AnswerAText,"\( (0,-14) \) \( (0,-14) \)",MisconceptionAId,2143.0
1846,"Find the nth term rule for an ascending fractional linear sequence. Linear Sequences (nth term). \( \frac{1}{24}, \frac{1}{12}, \frac{1}{8}, \frac{1}{6}, \ldots \) When calculating the nth-term rule of this sequence, what should replace the rectangle? ![nth-term rule:
\[
\frac{1}{24} n
\] followed by a purple rectangle. ]()",Find the nth term rule for an ascending fractional linear sequence,Linear Sequences (nth term),"\( \frac{1}{24}, \frac{1}{12}, \frac{1}{8}, \frac{1}{6}, \ldots \) When calculating the nth-term rule of this sequence, what should replace the rectangle? ![nth-term rule:
\[
\frac{1}{24} n
\] followed by a purple rectangle. ]()",D,1123,171,AnswerAText,\( +\frac{1}{24} \),MisconceptionAId,162.0
1847,"Carry out a subtraction problem with positive integers where the answer is less than 0. Adding and Subtracting Negative Numbers. Tom and Katie are trying to write calculations based on the diagram below.

Tom writes: \( 15-20=-5 \)

Katie writes: \( (-5)+20=15 \)

Who is correct? ![Number line with an arrow marked -20 going from 15 to -5]()",Carry out a subtraction problem with positive integers where the answer is less than 0,Adding and Subtracting Negative Numbers,"Tom and Katie are trying to write calculations based on the diagram below.

Tom writes: \( 15-20=-5 \)

Katie writes: \( (-5)+20=15 \)

Who is correct? ![Number line with an arrow marked -20 going from 15 to -5]()",C,3115,211,AnswerAText,Only Tom,MisconceptionAId,1361.0
1849,"Given a positive x value, find the corresponding y value for the curve y = x3 + c. Cubics and Reciprocals. This is a part of the table of values for the equation \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( 2 \) \\
\hline\( y \) & W \\
\hline
\end{tabular}]() What should replace the star?","Given a positive x value, find the corresponding y value for the curve y = x3 + c",Cubics and Reciprocals,"This is a part of the table of values for the equation \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( 2 \) \\
\hline\( y \) & W \\
\hline
\end{tabular}]() What should replace the star?",C,1549,57,AnswerAText,\( 5 \),MisconceptionAId,952.0
1850,"Calculate distance where speed and time are in the appropriate units. Real Life Graphs. This displacement-time graph shows \( 10 \) seconds of Mo's journey home.

During that time he travelled at a speed of \( 15 \mathrm{~m} / \mathrm{s} \).

What distance should replace the star? ![The graph has its vertical axis labelled Distance (m) and it has no scale written except for a star three squares up.
The horizontal axis is labelled Time (secs) and has the scale 0, 2, 4, 6, 8, 10 in even steps.
The graph is a straight line sloping down from (0, star) to (10, 0).
]()",Calculate distance where speed and time are in the appropriate units,Real Life Graphs,"This displacement-time graph shows \( 10 \) seconds of Mo's journey home.

During that time he travelled at a speed of \( 15 \mathrm{~m} / \mathrm{s} \).

What distance should replace the star? ![The graph has its vertical axis labelled Distance (m) and it has no scale written except for a star three squares up.
The horizontal axis is labelled Time (secs) and has the scale 0, 2, 4, 6, 8, 10 in even steps.
The graph is a straight line sloping down from (0, star) to (10, 0).
]()",D,1874,58,AnswerAText,\( 6 m \),MisconceptionAId,747.0
1851,"Solve problems involving converting between fractions, decimals and percentages. Converting between Fractions and Percentages. \( 0.5=\frac{1}{2}=? \% \)","Solve problems involving converting between fractions, decimals and percentages",Converting between Fractions and Percentages,\( 0.5=\frac{1}{2}=? \% \),D,3319,238,AnswerAText,\( 12 \% \),MisconceptionAId,1786.0
1853,"Rearrange formulae to change the subject where the subject appears once and two steps are needed. Rearranging Formula and Equations. The formula for the area of a triangle, \( A \), is ![Triangle with base labelled b and perpendicular height labelled h]() \( A=\frac{1}{2}(b \times h) \) Rearrange this to make the base, \( b \), the subject.",Rearrange formulae to change the subject where the subject appears once and two steps are needed,Rearranging Formula and Equations,"The formula for the area of a triangle, \( A \), is ![Triangle with base labelled b and perpendicular height labelled h]() \( A=\frac{1}{2}(b \times h) \) Rearrange this to make the base, \( b \), the subject.",C,1522,60,AnswerAText,\( b=\frac{1}{2}(h \times A) \),MisconceptionAId,1114.0
1854,"Given the distance travelled, complete missing values on a speed-time graph. Speed, Distance, Time. ![A speed-time graph. The vertical axis is labelled Speed (mph), with no scale labelled but 4 squares up is marked v.
The horizontal axis is labelled Time (hours) and the scale is 0, 1, 2, 3, 4 in even steps.
The graph first has a horizontal line from (0,v) to (2,v) and then a sloped line from (2,v) to (4,0).]() Work out the speed \( v \) if the distance travelled is \( 90 \) miles.","Given the distance travelled, complete missing values on a speed-time graph","Speed, Distance, Time","![A speed-time graph. The vertical axis is labelled Speed (mph), with no scale labelled but 4 squares up is marked v.
The horizontal axis is labelled Time (hours) and the scale is 0, 1, 2, 3, 4 in even steps.
The graph first has a horizontal line from (0,v) to (2,v) and then a sloped line from (2,v) to (4,0).]() Work out the speed \( v \) if the distance travelled is \( 90 \) miles.",B,2737,269,AnswerAText,\( 22.5 \mathrm{mph} \),MisconceptionAId,790.0
1855,"Convert between l and  cm³. Volume and Capacity Units. Complete this statement:
\( 4 \) litres \( = \)_________ \( \mathrm{cm}^{3} \)",Convert between l and  cm³,Volume and Capacity Units,"Complete this statement:
\( 4 \) litres \( = \)_________ \( \mathrm{cm}^{3} \)",B,3416,197,AnswerAText,\( 4 \),MisconceptionAId,273.0
1857,"Calculate the median as an average from an odd numbered list of data. Averages (mean, median, mode) from a List of Data. What is the median of the following numbers?
\( 2,2,4,7,10 \)",Calculate the median as an average from an odd numbered list of data,"Averages (mean, median, mode) from a List of Data","What is the median of the following numbers?
\( 2,2,4,7,10 \)",B,2759,102,AnswerAText,\( 5 \),MisconceptionAId,732.0
1858,Identify when it is appropriate to use a line graph. Time Series and Line Graphs. Which of the following situations would a line graph be the most appropriate to use?,Identify when it is appropriate to use a line graph,Time Series and Line Graphs,Which of the following situations would a line graph be the most appropriate to use?,C,2904,117,AnswerAText,Showing the number of brothers and sisters children in a class have,MisconceptionAId,1029.0
1859,"Read values off a displacement-time graph. Time Series and Line Graphs. This graph shows the displacement of a ball from a starting point at various times.
How far did the ball travel between \( 1 \) and \( 2 \) seconds? ![A displacement versus time graph]() This graph displacem from a start",Read values off a displacement-time graph,Time Series and Line Graphs,"This graph shows the displacement of a ball from a starting point at various times.
How far did the ball travel between \( 1 \) and \( 2 \) seconds? ![A displacement versus time graph]() This graph displacem from a start",C,2741,117,AnswerAText,\( 0.5 \ \text{m} \),MisconceptionAId,378.0
1861,"Round integers to the nearest 10. Rounding to the Nearest Whole (10, 100, etc). What is \( 326 \) rounded to the nearest \( 10 \) ?",Round integers to the nearest 10,"Rounding to the Nearest Whole (10, 100, etc)",What is \( 326 \) rounded to the nearest \( 10 \) ?,C,206,213,AnswerAText,\( 300 \),MisconceptionAId,2392.0
1864,"Calculate the range from a list of data. Range and Interquartile Range from a List of Data. What is the range of the following numbers?
\[
1,5,5,17,-6
\]",Calculate the range from a list of data,Range and Interquartile Range from a List of Data,"What is the range of the following numbers?
\[
1,5,5,17,-6
\]",C,2774,339,AnswerAText,\( 5 \),MisconceptionAId,2456.0
1865,"Describe an enlargement, with no centre of enlargement given, by a positive scale factor bigger than 1. Length Scale Factors in Similar Shapes. Shape \( Q \) is an enlargement of shape \( P \).
What calculation works out the constant of proportionality from shape \( P \) to shape \( Q \) ? ![To similar star shapes labelled P and Q. They have the same side labelled for P it is 3cm and for Q it is 11cm]()","Describe an enlargement, with no centre of enlargement given, by a positive scale factor bigger than 1",Length Scale Factors in Similar Shapes,"Shape \( Q \) is an enlargement of shape \( P \).
What calculation works out the constant of proportionality from shape \( P \) to shape \( Q \) ? ![To similar star shapes labelled P and Q. They have the same side labelled for P it is 3cm and for Q it is 11cm]()",B,2695,90,AnswerAText,\( 3 \div 11 \),MisconceptionAId,1500.0
